game_id,ev,team,odds,sportsbook,game_date,time_updated,user_name,average_market_odds,bet_amount,bet_profit
b90652aaf50a2c9b58f6450116b2cc27,19.72,Pittsburgh Piratesv. New York Mets,200,"['Barstool', 'Pointsbetus']","Sun, Aug 13, 2023 at 06:00 PM MDT",48 sec,micah,2.5057894736842106,14.0,28.0
d4df3968eb4310400b80b095ef821a6a,11.46,Oakland Athleticsv. St. Louis Cardinals,280,['Betmgm'],"Sun, Aug 13, 2023 at 06:00 PM MDT",18 sec,youngfeiler,3.3194444444444446,10.0,28.0
a6a584f4453431a2838c63ab3279760f,11.65,Seattle Marinersv. Kansas City Royals,270,['Draftkings'],"Sun, Aug 13, 2023 at 06:00 PM MDT",7 sec,youngfeiler,3.4035,8.0,21.6
d4df3968eb4310400b80b095ef821a6a,17.75,Oakland Athleticsv. St. Louis Cardinals,360,['Draftkings'],"Sun, Aug 13, 2023, 06:00 PM MDT",1 sec,youngfeiler,3.9066666666666654,10.0,36.0
a2d594e3bb8b6200f675e0f4e423aeeb,22.32,Miami Marlinsv. Houston Astros,-125,['Draftkings'],"Sun, Aug 13, 2023, 06:00 PM MDT",5 sec,micah,1.471578947368421,20.0,16.0
a2d594e3bb8b6200f675e0f4e423aeeb,22.32,Miami Marlinsv. Houston Astros,-110,['Betmgm'],"Sun, Aug 13, 2023, 06:00 PM MDT",2 sec,youngfeiler,1.471578947368421,60.0,54.54545454545454
a2d594e3bb8b6200f675e0f4e423aeeb,16.08,Houston Astrosv. Miami Marlins,190,['Pointsbetus'],"Sun, Aug 13, 2023, 06:00 PM MDT",4 sec,youngfeiler,2.4552631578947373,16.0,30.4
a2d594e3bb8b6200f675e0f4e423aeeb,11.01,Houston Astrosv. Miami Marlins,200,['Pointsbetus'],"Sun, Aug 13, 2023, 06:00 PM MDT",2 sec,micah,2.5673684210526324,8.93,17.86
a2d594e3bb8b6200f675e0f4e423aeeb,58.97,Houston Astrosv. Miami Marlins,500,['Pointsbetus'],"Sun, Aug 13, 2023, 06:00 PM MDT",47 sec,micah,3.774210526315789,17.69,88.45
d4df3968eb4310400b80b095ef821a6a,11.36,St. Louis Cardinalsv. Oakland Athletics,100,['Barstool'],"Sun, Aug 13, 2023, 06:00 PM MDT",4 sec,micah,1.6433333333333335,35.0,35.0
d4df3968eb4310400b80b095ef821a6a,11.36,St. Louis Cardinalsv. Oakland Athletics,-130,['Bovada'],"Sun, Aug 13, 2023, 06:00 PM MDT",11 sec,youngfeiler,1.6433333333333335,28.0,21.538461538461537
b90652aaf50a2c9b58f6450116b2cc27,13.2,Pittsburgh Piratesv. New York Mets,1100,['Betmgm'],"Sun, Aug 13, 2023, 06:00 PM MDT",39 sec,youngfeiler,12.014285714285714,2.0,22.0
d4df3968eb4310400b80b095ef821a6a,15.3,Oakland Athleticsv. St. Louis Cardinals,330,['Betmgm'],"Sun, Aug 13, 2023, 06:00 PM MDT",29 sec,micah,3.755555555555556,25.0,82.5
d4df3968eb4310400b80b095ef821a6a,11.11,Oakland Athleticsv. St. Louis Cardinals,300,['Betmgm'],"Sun, Aug 13, 2023, 06:00 PM MDT",41 sec,youngfeiler,4.050000000000001,20.0,60.0
d4df3968eb4310400b80b095ef821a6a,11.38,Oakland Athleticsv. St. Louis Cardinals,425,['Betmgm'],"Sun, Aug 13, 2023, 06:00 PM MDT",4 sec,youngfeiler,4.6688888888888895,6.0,25.5
a6a584f4453431a2838c63ab3279760f,25.77,Seattle Marinersv. Kansas City Royals,1480,['Fanduel'],"Sun, Aug 13, 2023, 06:00 PM MDT",2 sec,micah,12.563076923076922,2.61,38.628
a6a584f4453431a2838c63ab3279760f,25.77,Seattle Marinersv. Kansas City Royals,1200,['Bovada'],"Sun, Aug 13, 2023, 06:00 PM MDT",14 sec,youngfeiler,12.563076923076922,3.0,36.0
d4df3968eb4310400b80b095ef821a6a,21.83,St. Louis Cardinalsv. Oakland Athletics,-140,['Betmgm'],"Sun, Aug 13, 2023, 06:00 PM MDT",10 sec,youngfeiler,1.387222222222222,60.0,42.85714285714286
d4df3968eb4310400b80b095ef821a6a,41.16,St. Louis Cardinalsv. Oakland Athletics,220,['Pointsbetus'],"Sun, Aug 13, 2023, 06:00 PM MDT",30 sec,micah,2.196111111111111,29.4,64.68
d4df3968eb4310400b80b095ef821a6a,41.16,St. Louis Cardinalsv. Oakland Athletics,250,['Betmgm'],"Sun, Aug 13, 2023, 06:00 PM MDT",35 sec,youngfeiler,2.196111111111111,42.0,105.0
fd1ad090d0ac25e50479cff9b65aba92,12.23,Arizona Diamondbacksv. Colorado Rockies,-238,['Barstool'],"Sun, Aug 13, 2023, 06:00 PM MDT",8 sec,youngfeiler,1.2652631578947369,14.0,5.882352941176471
3b09b0c1027dbf2172f8acaff7d9c7f1,16.28,San Diego Padresv. Baltimore Orioles,150,['Betmgm'],"Sun, Aug 13, 2023, 06:00 PM MDT",5 sec,youngfeiler,2.021052631578948,25.0,37.5
a6a584f4453431a2838c63ab3279760f,16.02,Seattle Marinersv. Kansas City Royals,320,['Betmgm'],"Sun, Aug 13, 2023, 06:00 PM MDT",3 sec,youngfeiler,3.62,10.0,32.0
a6a584f4453431a2838c63ab3279760f,16.99,Seattle Marinersv. Kansas City Royals,320,['Betmgm'],"Sun, Aug 13, 2023, 06:00 PM MDT",1 sec,micah,3.5899999999999994,10.0,32.0
fd1ad090d0ac25e50479cff9b65aba92,10.61,Arizona Diamondbacksv. Colorado Rockies,-260,['Bovada'],"Sun, Aug 13, 2023, 06:00 PM MDT",8 sec,youngfeiler,1.184375,76.0,29.23076923076923
