team_1,barstool_1_odds,barstool_1_time,betclic_1_odds,betclic_1_time,betfair_1_odds,betfair_1_time,betfred_1_odds,betfred_1_time,betmgm_1_odds,betmgm_1_time,betonlineag_1_odds,betonlineag_1_time,betrivers_1_odds,betrivers_1_time,betsson_1_odds,betsson_1_time,betus_1_odds,betus_1_time,betvictor_1_odds,betvictor_1_time,betway_1_odds,betway_1_time,bovada_1_odds,bovada_1_time,casumo_1_odds,casumo_1_time,circasports_1_odds,circasports_1_time,coral_1_odds,coral_1_time,draftkings_1_odds,draftkings_1_time,fanduel_1_odds,fanduel_1_time,foxbet_1_odds,foxbet_1_time,gtbets_1_odds,gtbets_1_time,intertops_1_odds,intertops_1_time,ladbrokes_1_odds,ladbrokes_1_time,livescorebet_1_odds,livescorebet_1_time,lowvig_1_odds,lowvig_1_time,marathonbet_1_odds,marathonbet_1_time,matchbook_1_odds,matchbook_1_time,mrgreen_1_odds,mrgreen_1_time,mybookieag_1_odds,mybookieag_1_time,nordicbet_1_odds,nordicbet_1_time,onexbet_1_odds,onexbet_1_time,paddypower_1_odds,paddypower_1_time,pinnacle_1_odds,pinnacle_1_time,pointsbetus_1_odds,pointsbetus_1_time,sport888_1_odds,sport888_1_time,sugarhouse_1_odds,sugarhouse_1_time,superbook_1_odds,superbook_1_time,twinspires_1_odds,twinspires_1_time,unibet_eu_1_odds,unibet_eu_1_time,unibet_uk_1_odds,unibet_uk_1_time,unibet_us_1_odds,unibet_us_1_time,virginbet_1_odds,virginbet_1_time,williamhill_us_1_odds,williamhill_us_1_time,wynnbet_1_odds,wynnbet_1_time,team_1_division,team_1_conference,game_id,commence_time,my_game_id,hour_of_start,week,day_of_week,home_away_neutral,home_team_division,away_team_division,team_1_division,team_2_division,home_team_conference,away_team_conference,day_night,snapshot_time,minutes_since_commence,target,opponent,this_team_division,opponent_team_division,this_team_conference,opponent_team_conference,home_away,average_market_odds_old,highest_bettable_odds,average_market_odds_recent,ev
Green Bay Packers,2.0,2023-09-10 12:58:15,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.0,2023-09-10 12:58:11,1.99,2023-09-10 12:57:57,2.04,2023-09-10 12:58:09,2.01,2023-09-10 12:58:10,0.0,1970-01-01 00:00:00,2.0,2023-09-10 12:58:10,2.05,2023-09-10 12:57:40,2.05,2023-09-10 12:57:53,1.94,2023-09-10 12:58:05,0.0,1970-01-01,2.0,2023-09-10 12:58:21,1.98,2023-09-10 12:58:09,2.06,2023-09-10 12:58:10,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.0,2023-09-10 12:58:20,1.99,2023-09-10 12:57:59,2.0,2023-09-10 12:58:05,2.12,2023-09-10 12:57:48,1.93,2023-09-10 12:58:20,2.0,2023-09-10 12:57:45,2.01,2023-09-10 12:58:10,2.0,2023-09-10 12:58:10,2.0,2023-09-10 12:58:05,2.08,2023-09-10 12:57:48,2.05,2023-09-10 12:57:43,2.0,2023-09-10 12:58:04,0.0,1970-01-01,2.0,2023-09-10 12:58:20,1.94,2023-09-10 12:58:05,2.04,2023-09-10 12:58:05,1.94,2023-09-10 12:58:20,1.94,2023-09-10 12:58:04,2.0,2023-09-10 12:58:05,2.0,2023-09-10 12:57:52,2.06,2023-09-10 12:57:42,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:25:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 12:58:24,-26.6,0,Chicago Bears,NFC,NFC,North,North,0,2.0068749999999995,2.08,2.006875,3.6
Miami Dolphins,2.35,2023-09-10 12:58:15,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.35,2023-09-10 12:58:11,2.41,2023-09-10 12:57:57,2.42,2023-09-10 12:58:09,2.39,2023-09-10 12:58:10,2.45,2023-09-10 12:57:31,2.3,2023-09-10 12:58:10,2.38,2023-09-10 12:57:40,2.4,2023-09-10 12:57:53,2.38,2023-09-10 12:58:05,0.0,1970-01-01,2.37,2023-09-10 12:58:21,2.36,2023-09-10 12:58:09,2.38,2023-09-10 12:58:10,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.38,2023-09-10 12:58:20,2.41,2023-09-10 12:57:59,2.35,2023-09-10 12:58:05,2.46,2023-09-10 12:57:48,2.38,2023-09-10 12:58:20,2.34,2023-09-10 12:57:45,2.39,2023-09-10 12:58:10,2.36,2023-09-10 12:58:10,2.38,2023-09-10 12:58:05,2.44,2023-09-10 12:57:48,2.45,2023-09-10 12:57:43,2.3,2023-09-10 12:58:04,0.0,1970-01-01,2.4,2023-09-10 12:58:20,2.38,2023-09-10 12:58:05,2.42,2023-09-10 12:58:05,2.38,2023-09-10 12:58:20,2.38,2023-09-10 12:58:04,2.38,2023-09-10 12:58:05,2.4,2023-09-10 12:57:52,2.33,2023-09-10 12:57:42,AFC,East,d543cbc3d38bed6c7c727e3cabc1188e,2023-09-10 13:27:00,Los Angeles ChargersMiami Dolphins2023-09-10,13,1.0,Sun,@,AFC,AFC,AFC,AFC,West,East,D,2023-09-10 12:58:24,-28.6,0,Los Angeles Chargers,AFC,AFC,East,West,0,2.383333333333333,2.45,2.3833333333333333,2.8
Seattle Seahawks,1.47,2023-09-10 12:58:15,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.44,2023-09-10 12:58:11,1.48,2023-09-10 12:57:57,1.44,2023-09-10 12:58:09,1.46,2023-09-10 12:58:10,1.45,2023-09-10 12:57:31,1.5,2023-09-10 12:58:10,1.53,2023-09-10 12:57:40,1.45,2023-09-10 12:57:53,1.43,2023-09-10 12:58:05,0.0,1970-01-01,1.44,2023-09-10 12:58:21,1.46,2023-09-10 12:58:09,1.48,2023-09-10 12:58:10,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.44,2023-09-10 12:58:20,1.48,2023-09-10 12:57:59,1.47,2023-09-10 12:58:05,1.51,2023-09-10 12:57:48,1.42,2023-09-10 12:58:20,1.47,2023-09-10 12:57:45,1.46,2023-09-10 12:58:10,1.46,2023-09-10 12:58:10,1.45,2023-09-10 12:58:05,1.49,2023-09-10 12:57:48,1.48,2023-09-10 12:57:43,1.5,2023-09-10 12:58:04,0.0,1970-01-01,1.45,2023-09-10 12:58:20,1.43,2023-09-10 12:58:05,1.44,2023-09-10 12:58:05,1.43,2023-09-10 12:58:20,1.43,2023-09-10 12:58:04,1.44,2023-09-10 12:58:05,1.45,2023-09-10 12:57:52,1.47,2023-09-10 12:57:42,NFC,West,d818062d65dfa411c269ee61943655cd,2023-09-10 13:27:00,Los Angeles RamsSeattle Seahawks2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,West,West,D,2023-09-10 12:58:24,-28.6,0,Los Angeles Rams,NFC,NFC,West,West,1,1.4606060606060607,1.49,1.4606060606060605,2.0
New England Patriots,2.6,2023-09-10 12:58:15,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.5,2023-09-10 12:58:11,2.57,2023-09-10 12:58:31,2.6,2023-09-10 12:58:09,2.6,2023-09-10 12:58:10,2.6,2023-09-10 12:58:29,2.5,2023-09-10 12:58:10,2.5,2023-09-10 12:58:27,2.6,2023-09-10 12:58:38,2.55,2023-09-10 12:58:05,0.0,1970-01-01,2.5,2023-09-10 12:58:21,2.54,2023-09-10 12:58:09,2.48,2023-09-10 12:58:10,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.55,2023-09-10 12:58:20,2.57,2023-09-10 12:57:59,2.36,2023-09-10 12:58:05,2.74,2023-09-10 12:58:31,2.55,2023-09-10 12:58:20,2.5,2023-09-10 12:58:34,2.6,2023-09-10 12:58:10,2.37,2023-09-10 12:58:10,2.5,2023-09-10 12:58:05,2.6,2023-09-10 12:58:31,2.6,2023-09-10 12:58:37,2.5,2023-09-10 12:58:04,0.0,1970-01-01,2.65,2023-09-10 12:58:20,2.55,2023-09-10 12:58:05,2.6,2023-09-10 12:58:05,2.55,2023-09-10 12:58:20,2.55,2023-09-10 12:58:04,2.55,2023-09-10 12:58:05,2.58,2023-09-10 12:58:37,2.63,2023-09-10 12:57:42,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:27:00,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 12:58:39,-28.35,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.5527272727272723,2.63,2.5527272727272727,3.0
Green Bay Packers,2.0,2023-09-10 12:58:15,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.0,2023-09-10 12:58:11,1.99,2023-09-10 12:58:31,2.04,2023-09-10 12:58:09,2.01,2023-09-10 12:58:10,0.0,1970-01-01 00:00:00,2.0,2023-09-10 12:58:10,2.05,2023-09-10 12:58:27,2.05,2023-09-10 12:58:38,1.94,2023-09-10 12:58:05,0.0,1970-01-01,2.0,2023-09-10 12:58:21,1.98,2023-09-10 12:58:09,2.06,2023-09-10 12:58:10,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.0,2023-09-10 12:58:20,1.99,2023-09-10 12:57:59,2.0,2023-09-10 12:58:05,2.12,2023-09-10 12:58:31,1.93,2023-09-10 12:58:20,2.0,2023-09-10 12:58:34,2.01,2023-09-10 12:58:10,2.0,2023-09-10 12:58:10,2.0,2023-09-10 12:58:05,2.08,2023-09-10 12:58:31,2.05,2023-09-10 12:58:37,2.0,2023-09-10 12:58:04,0.0,1970-01-01,2.0,2023-09-10 12:58:20,1.94,2023-09-10 12:58:05,2.04,2023-09-10 12:58:05,1.94,2023-09-10 12:58:20,1.94,2023-09-10 12:58:04,2.0,2023-09-10 12:58:05,2.0,2023-09-10 12:58:37,2.06,2023-09-10 12:57:42,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:25:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 12:58:39,-26.35,0,Chicago Bears,NFC,NFC,North,North,0,2.0068749999999995,2.08,2.006875,3.6
Miami Dolphins,2.35,2023-09-10 12:58:15,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.35,2023-09-10 12:58:11,2.41,2023-09-10 12:58:31,2.42,2023-09-10 12:58:09,2.39,2023-09-10 12:58:10,2.45,2023-09-10 12:58:29,2.3,2023-09-10 12:58:10,2.38,2023-09-10 12:58:27,2.4,2023-09-10 12:58:38,2.38,2023-09-10 12:58:05,0.0,1970-01-01,2.37,2023-09-10 12:58:21,2.36,2023-09-10 12:58:09,2.38,2023-09-10 12:58:10,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.38,2023-09-10 12:58:20,2.41,2023-09-10 12:57:59,2.35,2023-09-10 12:58:05,2.46,2023-09-10 12:58:31,2.38,2023-09-10 12:58:20,2.34,2023-09-10 12:58:34,2.39,2023-09-10 12:58:10,2.36,2023-09-10 12:58:10,2.38,2023-09-10 12:58:05,2.44,2023-09-10 12:58:31,2.45,2023-09-10 12:58:37,2.3,2023-09-10 12:58:04,0.0,1970-01-01,2.4,2023-09-10 12:58:20,2.38,2023-09-10 12:58:05,2.42,2023-09-10 12:58:05,2.38,2023-09-10 12:58:20,2.38,2023-09-10 12:58:04,2.38,2023-09-10 12:58:05,2.4,2023-09-10 12:58:37,2.33,2023-09-10 12:57:42,AFC,East,d543cbc3d38bed6c7c727e3cabc1188e,2023-09-10 13:27:00,Los Angeles ChargersMiami Dolphins2023-09-10,13,1.0,Sun,@,AFC,AFC,AFC,AFC,West,East,D,2023-09-10 12:58:39,-28.35,0,Los Angeles Chargers,AFC,AFC,East,West,0,2.383333333333333,2.45,2.3833333333333333,2.8
Seattle Seahawks,1.47,2023-09-10 12:58:15,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.44,2023-09-10 12:58:11,1.48,2023-09-10 12:58:31,1.44,2023-09-10 12:58:09,1.46,2023-09-10 12:58:10,1.45,2023-09-10 12:58:29,1.5,2023-09-10 12:58:10,1.53,2023-09-10 12:58:27,1.45,2023-09-10 12:58:38,1.43,2023-09-10 12:58:05,0.0,1970-01-01,1.44,2023-09-10 12:58:21,1.46,2023-09-10 12:58:09,1.48,2023-09-10 12:58:10,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.44,2023-09-10 12:58:20,1.48,2023-09-10 12:57:59,1.47,2023-09-10 12:58:05,1.51,2023-09-10 12:58:31,1.42,2023-09-10 12:58:20,1.47,2023-09-10 12:58:34,1.46,2023-09-10 12:58:10,1.46,2023-09-10 12:58:10,1.45,2023-09-10 12:58:05,1.49,2023-09-10 12:58:31,1.48,2023-09-10 12:58:37,1.5,2023-09-10 12:58:04,0.0,1970-01-01,1.45,2023-09-10 12:58:20,1.43,2023-09-10 12:58:05,1.44,2023-09-10 12:58:05,1.43,2023-09-10 12:58:20,1.43,2023-09-10 12:58:04,1.44,2023-09-10 12:58:05,1.45,2023-09-10 12:58:37,1.47,2023-09-10 12:57:42,NFC,West,d818062d65dfa411c269ee61943655cd,2023-09-10 13:27:00,Los Angeles RamsSeattle Seahawks2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,West,West,D,2023-09-10 12:58:39,-28.35,0,Los Angeles Rams,NFC,NFC,West,West,1,1.4606060606060607,1.49,1.4606060606060605,2.0
New England Patriots,2.6,2023-09-10 12:58:57,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.5,2023-09-10 12:59:05,2.57,2023-09-10 12:59:04,2.6,2023-09-10 12:58:56,2.6,2023-09-10 12:58:57,2.6,2023-09-10 12:58:29,2.5,2023-09-10 12:58:57,2.5,2023-09-10 12:58:27,2.6,2023-09-10 12:58:38,2.55,2023-09-10 12:58:49,0.0,1970-01-01,2.5,2023-09-10 12:59:04,2.54,2023-09-10 12:58:41,2.48,2023-09-10 12:58:42,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.55,2023-09-10 12:59:04,2.57,2023-09-10 12:59:06,2.36,2023-09-10 12:58:48,2.74,2023-09-10 12:58:31,2.55,2023-09-10 12:59:04,2.5,2023-09-10 12:58:34,2.6,2023-09-10 12:58:57,2.37,2023-09-10 12:58:57,2.5,2023-09-10 12:58:48,2.6,2023-09-10 12:58:31,2.6,2023-09-10 12:58:37,2.5,2023-09-10 12:58:48,0.0,1970-01-01,2.65,2023-09-10 12:59:05,2.55,2023-09-10 12:58:48,2.6,2023-09-10 12:58:51,2.55,2023-09-10 12:59:04,2.55,2023-09-10 12:58:48,2.55,2023-09-10 12:58:48,2.58,2023-09-10 12:58:37,2.63,2023-09-10 12:57:42,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:27:00,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 12:59:08,-27.866666666666667,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.5527272727272723,2.63,2.5527272727272727,3.0
Green Bay Packers,2.0,2023-09-10 12:58:57,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.0,2023-09-10 12:59:05,1.99,2023-09-10 12:59:04,2.04,2023-09-10 12:58:56,2.01,2023-09-10 12:58:57,0.0,1970-01-01 00:00:00,2.0,2023-09-10 12:58:57,2.05,2023-09-10 12:58:27,2.05,2023-09-10 12:58:38,1.94,2023-09-10 12:58:49,0.0,1970-01-01,2.0,2023-09-10 12:59:04,1.98,2023-09-10 12:58:41,2.06,2023-09-10 12:58:42,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.0,2023-09-10 12:59:04,1.99,2023-09-10 12:59:06,2.0,2023-09-10 12:58:48,2.12,2023-09-10 12:58:31,1.93,2023-09-10 12:59:04,2.0,2023-09-10 12:58:34,2.01,2023-09-10 12:58:57,2.0,2023-09-10 12:58:57,2.0,2023-09-10 12:58:48,2.08,2023-09-10 12:58:31,2.05,2023-09-10 12:58:37,2.0,2023-09-10 12:58:48,0.0,1970-01-01,2.0,2023-09-10 12:59:05,1.94,2023-09-10 12:58:48,2.04,2023-09-10 12:58:51,1.94,2023-09-10 12:59:04,1.94,2023-09-10 12:58:48,2.0,2023-09-10 12:58:48,2.0,2023-09-10 12:58:37,2.06,2023-09-10 12:57:42,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:25:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 12:59:08,-25.866666666666667,0,Chicago Bears,NFC,NFC,North,North,0,2.0068749999999995,2.08,2.006875,3.6
Miami Dolphins,2.35,2023-09-10 12:58:57,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.35,2023-09-10 12:59:05,2.41,2023-09-10 12:59:04,2.42,2023-09-10 12:58:56,2.39,2023-09-10 12:58:57,2.45,2023-09-10 12:58:29,2.3,2023-09-10 12:58:57,2.38,2023-09-10 12:58:27,2.4,2023-09-10 12:58:38,2.38,2023-09-10 12:58:49,0.0,1970-01-01,2.37,2023-09-10 12:59:04,2.36,2023-09-10 12:58:41,2.38,2023-09-10 12:58:42,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.38,2023-09-10 12:59:04,2.41,2023-09-10 12:59:06,2.35,2023-09-10 12:58:48,2.46,2023-09-10 12:58:31,2.38,2023-09-10 12:59:04,2.34,2023-09-10 12:58:34,2.39,2023-09-10 12:58:57,2.36,2023-09-10 12:58:57,2.38,2023-09-10 12:58:48,2.44,2023-09-10 12:58:31,2.45,2023-09-10 12:58:37,2.3,2023-09-10 12:58:48,0.0,1970-01-01,2.4,2023-09-10 12:59:05,2.38,2023-09-10 12:58:48,2.42,2023-09-10 12:58:51,2.38,2023-09-10 12:59:04,2.38,2023-09-10 12:58:48,2.38,2023-09-10 12:58:48,2.4,2023-09-10 12:58:37,2.33,2023-09-10 12:57:42,AFC,East,d543cbc3d38bed6c7c727e3cabc1188e,2023-09-10 13:27:00,Los Angeles ChargersMiami Dolphins2023-09-10,13,1.0,Sun,@,AFC,AFC,AFC,AFC,West,East,D,2023-09-10 12:59:08,-27.866666666666667,0,Los Angeles Chargers,AFC,AFC,East,West,0,2.383333333333333,2.45,2.3833333333333333,2.8
Seattle Seahawks,1.47,2023-09-10 12:58:57,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.44,2023-09-10 12:59:05,1.48,2023-09-10 12:59:04,1.44,2023-09-10 12:58:56,1.46,2023-09-10 12:58:57,1.45,2023-09-10 12:58:29,1.5,2023-09-10 12:58:57,1.53,2023-09-10 12:58:27,1.45,2023-09-10 12:58:38,1.43,2023-09-10 12:58:49,0.0,1970-01-01,1.44,2023-09-10 12:59:04,1.46,2023-09-10 12:58:41,1.48,2023-09-10 12:58:42,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.44,2023-09-10 12:59:04,1.48,2023-09-10 12:59:06,1.47,2023-09-10 12:58:48,1.51,2023-09-10 12:58:31,1.42,2023-09-10 12:59:04,1.47,2023-09-10 12:58:34,1.46,2023-09-10 12:58:57,1.46,2023-09-10 12:58:57,1.45,2023-09-10 12:58:48,1.49,2023-09-10 12:58:31,1.48,2023-09-10 12:58:37,1.5,2023-09-10 12:58:48,0.0,1970-01-01,1.45,2023-09-10 12:59:05,1.43,2023-09-10 12:58:48,1.44,2023-09-10 12:58:51,1.43,2023-09-10 12:59:04,1.43,2023-09-10 12:58:48,1.44,2023-09-10 12:58:48,1.45,2023-09-10 12:58:37,1.47,2023-09-10 12:57:42,NFC,West,d818062d65dfa411c269ee61943655cd,2023-09-10 13:27:00,Los Angeles RamsSeattle Seahawks2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,West,West,D,2023-09-10 12:59:08,-27.866666666666667,0,Los Angeles Rams,NFC,NFC,West,West,1,1.4606060606060607,1.49,1.4606060606060605,2.0
New England Patriots,2.6,2023-09-10 12:58:57,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.5,2023-09-10 12:59:05,2.57,2023-09-10 12:59:04,2.6,2023-09-10 12:58:56,2.6,2023-09-10 12:58:57,2.6,2023-09-10 12:58:29,2.5,2023-09-10 12:58:57,2.5,2023-09-10 12:59:13,2.6,2023-09-10 12:58:38,2.55,2023-09-10 12:58:49,0.0,1970-01-01,2.5,2023-09-10 12:59:04,2.54,2023-09-10 12:59:17,2.48,2023-09-10 12:59:17,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.55,2023-09-10 12:59:04,2.57,2023-09-10 12:59:06,2.36,2023-09-10 12:58:48,2.74,2023-09-10 12:59:16,2.55,2023-09-10 12:59:04,2.5,2023-09-10 12:59:20,2.6,2023-09-10 12:58:57,2.37,2023-09-10 12:58:57,2.5,2023-09-10 12:58:48,2.6,2023-09-10 12:59:17,2.6,2023-09-10 12:58:37,2.5,2023-09-10 12:58:48,0.0,1970-01-01,2.65,2023-09-10 12:59:05,2.55,2023-09-10 12:58:48,2.6,2023-09-10 12:58:51,2.55,2023-09-10 12:59:04,2.55,2023-09-10 12:58:48,2.55,2023-09-10 12:58:48,2.58,2023-09-10 12:58:37,2.63,2023-09-10 12:57:42,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:27:00,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 12:59:22,-27.633333333333333,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.5527272727272723,2.63,2.5527272727272727,3.0
Green Bay Packers,2.0,2023-09-10 12:58:57,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.0,2023-09-10 12:59:05,1.99,2023-09-10 12:59:04,2.04,2023-09-10 12:58:56,2.01,2023-09-10 12:58:57,0.0,1970-01-01 00:00:00,2.0,2023-09-10 12:58:57,2.05,2023-09-10 12:59:13,2.05,2023-09-10 12:58:38,1.94,2023-09-10 12:58:49,0.0,1970-01-01,2.0,2023-09-10 12:59:04,1.98,2023-09-10 12:59:17,2.06,2023-09-10 12:59:17,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.0,2023-09-10 12:59:04,1.99,2023-09-10 12:59:06,2.0,2023-09-10 12:58:48,2.12,2023-09-10 12:59:16,1.93,2023-09-10 12:59:04,2.0,2023-09-10 12:59:20,2.01,2023-09-10 12:58:57,2.0,2023-09-10 12:58:57,2.0,2023-09-10 12:58:48,2.08,2023-09-10 12:59:17,2.05,2023-09-10 12:58:37,2.0,2023-09-10 12:58:48,0.0,1970-01-01,2.0,2023-09-10 12:59:05,1.94,2023-09-10 12:58:48,2.04,2023-09-10 12:58:51,1.94,2023-09-10 12:59:04,1.94,2023-09-10 12:58:48,2.0,2023-09-10 12:58:48,2.0,2023-09-10 12:58:37,2.06,2023-09-10 12:57:42,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:25:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 12:59:22,-25.633333333333333,0,Chicago Bears,NFC,NFC,North,North,0,2.0068749999999995,2.08,2.006875,3.6
Miami Dolphins,2.35,2023-09-10 12:58:57,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.35,2023-09-10 12:59:05,2.41,2023-09-10 12:59:04,2.42,2023-09-10 12:58:56,2.39,2023-09-10 12:58:57,2.45,2023-09-10 12:58:29,2.3,2023-09-10 12:58:57,2.38,2023-09-10 12:59:13,2.4,2023-09-10 12:58:38,2.38,2023-09-10 12:58:49,0.0,1970-01-01,2.37,2023-09-10 12:59:04,2.36,2023-09-10 12:59:17,2.38,2023-09-10 12:59:17,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.38,2023-09-10 12:59:04,2.41,2023-09-10 12:59:06,2.35,2023-09-10 12:58:48,2.46,2023-09-10 12:59:16,2.38,2023-09-10 12:59:04,2.34,2023-09-10 12:59:20,2.39,2023-09-10 12:58:57,2.36,2023-09-10 12:58:57,2.38,2023-09-10 12:58:48,2.44,2023-09-10 12:59:17,2.45,2023-09-10 12:58:37,2.3,2023-09-10 12:58:48,0.0,1970-01-01,2.4,2023-09-10 12:59:05,2.38,2023-09-10 12:58:48,2.42,2023-09-10 12:58:51,2.38,2023-09-10 12:59:04,2.38,2023-09-10 12:58:48,2.38,2023-09-10 12:58:48,2.4,2023-09-10 12:58:37,2.33,2023-09-10 12:57:42,AFC,East,d543cbc3d38bed6c7c727e3cabc1188e,2023-09-10 13:27:00,Los Angeles ChargersMiami Dolphins2023-09-10,13,1.0,Sun,@,AFC,AFC,AFC,AFC,West,East,D,2023-09-10 12:59:22,-27.633333333333333,0,Los Angeles Chargers,AFC,AFC,East,West,0,2.383333333333333,2.45,2.3833333333333333,2.8
Seattle Seahawks,1.47,2023-09-10 12:58:57,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.44,2023-09-10 12:59:05,1.48,2023-09-10 12:59:04,1.44,2023-09-10 12:58:56,1.46,2023-09-10 12:58:57,1.45,2023-09-10 12:58:29,1.5,2023-09-10 12:58:57,1.53,2023-09-10 12:59:13,1.45,2023-09-10 12:58:38,1.43,2023-09-10 12:58:49,0.0,1970-01-01,1.44,2023-09-10 12:59:04,1.46,2023-09-10 12:59:17,1.48,2023-09-10 12:59:17,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.44,2023-09-10 12:59:04,1.48,2023-09-10 12:59:06,1.47,2023-09-10 12:58:48,1.51,2023-09-10 12:59:16,1.42,2023-09-10 12:59:04,1.47,2023-09-10 12:59:20,1.46,2023-09-10 12:58:57,1.46,2023-09-10 12:58:57,1.45,2023-09-10 12:58:48,1.49,2023-09-10 12:59:17,1.48,2023-09-10 12:58:37,1.5,2023-09-10 12:58:48,0.0,1970-01-01,1.45,2023-09-10 12:59:05,1.43,2023-09-10 12:58:48,1.44,2023-09-10 12:58:51,1.43,2023-09-10 12:59:04,1.43,2023-09-10 12:58:48,1.44,2023-09-10 12:58:48,1.45,2023-09-10 12:58:37,1.47,2023-09-10 12:57:42,NFC,West,d818062d65dfa411c269ee61943655cd,2023-09-10 13:27:00,Los Angeles RamsSeattle Seahawks2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,West,West,D,2023-09-10 12:59:22,-27.633333333333333,0,Los Angeles Rams,NFC,NFC,West,West,1,1.4606060606060607,1.49,1.4606060606060605,2.0
